,Unnamed: 0,id,town,flat_type,storey_range,flat_model,lease_commence_date,resale_price,Tranc_Year,Tranc_Month,floor_area_sqft,hdb_age,commercial,market_hawker,total_dwelling_units,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_market_stalls,mrt_nearest_distance,bus_interchange,mrt_interchange,mrt_latitude,mrt_longitude,bus_stop_nearest_distance,bus_stop_latitude,bus_stop_longitude,pri_sch_nearest_distance,pri_sch_name,pri_sch_affiliation,pri_sch_latitude,pri_sch_longitude,sec_sch_nearest_dist,sec_sch_name,cutoff_point,sec_sch_latitude,sec_sch_longitude,low_storey,high_storey,avg_storey,new_storey_range,region,region_CCR,region_East,region_North,region_RCR,region_West,flat_type_1 ROOM,flat_type_2 ROOM,flat_type_3 ROOM,flat_type_5 ROOM,flat_type_EXECUTIVE,flat_type_MULTI-GENERATION,planning_area_Ang Mo Kio,planning_area_Bedok,planning_area_Bishan,planning_area_Bukit Batok,planning_area_Bukit Merah,planning_area_Bukit Panjang,planning_area_Bukit Timah,planning_area_Changi,planning_area_Choa Chu Kang,planning_area_Clementi,planning_area_Downtown Core,planning_area_Geylang,planning_area_Hougang,planning_area_Jurong East,planning_area_Kallang,planning_area_Marine Parade,planning_area_Novena,planning_area_Outram,planning_area_Pasir Ris,planning_area_Punggol,planning_area_Queenstown,planning_area_Rochor,planning_area_Sembawang,planning_area_Sengkang,planning_area_Serangoon,planning_area_Tampines,planning_area_Tanglin,planning_area_Toa Payoh,planning_area_Western Water Catchment,planning_area_Woodlands,planning_area_Yishun,new_storey_range_High (13-18),new_storey_range_Mid (7-12),new_storey_range_Ultra High (31+),new_storey_range_Very High (19-30)
88,88,133895,CENTRAL AREA,4 ROOM,07 TO 09,Improved,1979,495000,2014,9,936.468,42,Y,N,120,1.306163609,103.8577767,Rochor,513.4237445,0,11,24,165.5928346,1,5,10,0,292.0116262,0,0,1.30549256,103.8552371,183.9600007,1.306530241,103.856163,234.3685551,Stamford Primary School,0,1.304091083,103.857393,1511.288089,Raffles Girls' School,260,1.295013834,103.8500025,7,9,8,Mid (7-12),CCR,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
89,89,106978,HOUGANG,4 ROOM,01 TO 05,Simplified,1986,410000,2012,4,904.176,35,N,N,110,1.369140106,103.8846969,Hougang,928.3481225,0,1,7,669.9886037,0,1,3,0,971.2383206,1,0,1.371956795,103.8929672,89.51380306,1.368368665,103.884927,312.9426157,Xinmin Primary School,0,1.371414726,103.8830391,430.3494672,Xinmin Secondary School,233,1.3726429,103.8830505,1,5,3,Low (1-6),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
90,90,100006,BUKIT BATOK,4 ROOM,01 TO 03,Model A,1985,415000,2014,12,1119.456,36,Y,N,144,1.36002946,103.7510723,Bukit Batok,1111.756517,0,0,3,2363.693177,0,0,0,87,153.6803316,0,0,1.35906994,103.7520673,103.0177341,1.359209952,103.7515046,341.0947674,Dazhong Primary School,0,1.359058992,103.7481615,480.6792976,Swiss Cottage Secondary School,239,1.364333907,103.7506737,1,3,2,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
91,91,77912,BEDOK,4 ROOM,10 TO 12,Improved,1977,390000,2015,9,904.176,44,N,N,120,1.323903872,103.9425114,Bedok,962.4380678,0,1,5,297.0412307,1,3,7,147,491.2943128,0,1,1.3268651,103.9457914,179.6672251,1.325487428,103.9421902,529.9576231,Bedok Green Primary School,0,1.323996276,103.937745,107.6662856,Bedok View Secondary School,212,1.323999396,103.9434752,10,12,11,Mid (7-12),East,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
92,92,161992,SENGKANG,5 ROOM,13 TO 15,Improved,1998,465000,2020,10,1291.68,23,N,N,91,1.383459766,103.9013837,Sengkang,217.6573044,1,1,7,2257.800407,0,0,0,0,885.0581312,1,0,1.382649723,103.8934632,86.12606939,1.383533056,103.902155,510.5738305,North Spring Primary School,0,1.387528236,103.903513,367.2215165,North Vista Secondary School,208,1.381252014,103.8989269,13,15,14,High (13-18),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0
93,93,127576,SENGKANG,5 ROOM,01 TO 03,Improved,2001,415000,2015,1,1184.04,20,N,N,107,1.387065378,103.8927356,Sengkang,609.5780697,0,1,9,1727.702618,0,0,1,0,497.6156419,1,0,1.382649723,103.8934632,40.73546196,1.386768071,103.8925215,396.4017908,Palm View Primary School,0,1.383840764,103.8912151,326.601522,Nan Chiau High School,243,1.388687442,103.8902862,1,3,2,Low (1-6),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
94,94,27231,JURONG WEST,3 ROOM,04 TO 06,Improved,1974,245000,2017,11,742.716,47,N,N,160,1.335985469,103.723866,Jurong West,399.2720476,1,1,4,288.7127774,1,1,5,57,951.9834191,0,0,1.344075377,103.7210633,131.7886753,1.336301262,103.7250087,698.9805545,Lakeside Primary School,0,1.338375703,103.7180505,649.6883952,Jurong Secondary School,224,1.330147354,103.7240997,4,6,5,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
95,95,47853,HOUGANG,4 ROOM,13 TO 15,New Generation,1985,389000,2016,5,1001.052,36,N,N,120,1.365758495,103.8897201,Hougang,796.7250401,0,3,6,850.7986718,0,1,3,118,778.0194221,1,0,1.371956795,103.8929672,135.1196633,1.366872071,103.8892336,453.9080085,Holy Innocents' Primary School,1,1.366737841,103.8936841,915.9354678,Montfort Secondary School,204,1.373950678,103.8888598,13,15,14,High (13-18),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0
96,96,180243,TAMPINES,EXECUTIVE,07 TO 09,Apartment,1989,740000,2015,7,1528.488,32,N,N,60,1.350708231,103.9408562,Tampines,254.8676391,4,5,6,260.9781128,1,2,2,0,566.1712635,1,1,1.353539082,103.9450896,118.5979531,1.351574554,103.9402339,303.027182,Tampines Primary School,0,1.350486398,103.9435731,375.9513103,Tampines Secondary School,203,1.349434801,103.9439891,7,9,8,Mid (7-12),East,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
97,97,137432,ANG MO KIO,5 ROOM,07 TO 09,Improved,2001,708000,2018,4,1184.04,20,N,N,145,1.364068079,103.8516123,Ang Mo Kio,684.0072434,0,1,4,366.5671356,2,3,10,86,628.2457628,1,0,1.369464707,103.849939,85.60564594,1.363984674,103.8523779,141.4843121,Teck Ghee Primary School,0,1.365200631,103.8510322,366.4184273,Deyi Secondary School,215,1.367347421,103.8519361,7,9,8,Mid (7-12),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
98,98,2937,GEYLANG,2 ROOM,07 TO 09,Standard,1967,180000,2020,3,484.38,54,N,N,118,1.326262221,103.8880026,Geylang,979.7406363,0,1,6,204.2685172,3,4,8,43,299.1092066,0,1,1.325858517,103.8906628,107.7523728,1.32722901,103.8879366,694.8551991,Canossa Catholic Primary School,1,1.32651106,103.8817569,1135.265446,Geylang Methodist School,224,1.317658971,103.8825037,7,9,8,Mid (7-12),RCR,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
99,99,87167,CHOA CHU KANG,4 ROOM,01 TO 03,Model A,1992,310000,2015,6,1119.456,29,N,N,78,1.38032443,103.7425998,Choa Chu Kang,375.6892627,2,3,7,3327.720033,0,0,0,45,624.8896532,1,1,1.385710805,103.744203,58.65568353,1.380851855,103.7426089,298.5447685,Chua Chu Kang Primary School,0,1.377743283,103.7418605,535.7312681,Bukit Panjang Government High School,244,1.382136722,103.7381344,1,3,2,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
100,100,55370,JURONG EAST,4 ROOM,04 TO 06,New Generation,1983,480000,2012,9,1065.636,38,N,N,112,1.337890377,103.7424281,Jurong East,401.8925798,1,4,5,808.7701993,0,1,3,87,479.9158196,1,1,1.333576523,103.7422924,112.5324967,1.338626239,103.7417331,585.7495241,Yuhua Primary School,0,1.342919818,103.7408611,1175.961375,Bukit Batok Secondary School,223,1.348351215,103.7408734,4,6,5,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
